Date,ETF,Open,High,Low,Close,Volume
2025-12-24,QQQ,621.99,624.28,621.72,623.93,18468700
2025-12-24,SPY,687.95,690.83,687.8,690.38,39445600
2025-12-26,DIA,486.84,487.62,485.73,487.03,2711500
2025-12-26,IWM,252.58,252.75,250.4,251.42,17429900
2025-12-26,QQQ,624.66,625.52,623.14,623.89,28959800
2025-12-26,SPY,690.64,691.66,689.27,690.31,41613300
2025-12-29,DIA,485.89,486.91,483.75,484.59,3390100
2025-12-29,IWM,250.26,251.5,249.35,249.88,25218800
2025-12-29,QQQ,620.1,622.78,618.73,620.87,32458300
2025-12-29,SPY,687.54,689.2,686.07,687.85,62559500
2025-12-30,DIA,484.62,484.67,482.82,483.59,3042700
2025-12-30,IWM,249.97,250.15,247.95,248.03,22123600
2025-12-30,QQQ,619.84,622.18,619.22,619.43,31226800
2025-12-30,SPY,687.45,688.56,686.58,687.01,47160700
2025-12-31,DIA,483.65,483.81,480.36,480.57,3441900
2025-12-31,IWM,248.18,248.28,246.01,246.16,35352000
2025-12-31,QQQ,619.65,619.96,614.05,614.31,40746500
2025-12-31,SPY,687.14,687.36,681.71,681.92,74144800
2026-01-02,DIA,481.85,483.95,478.38,483.63,7021100
2026-01-02,IWM,247.63,249.09,245.86,248.78,40007700
2026-01-02,QQQ,620.06,622.85,610.15,613.12,61859200
2026-01-02,SPY,685.71,686.87,679.82,683.17,89377200
2026-01-05,DIA,484.41,492.04,484.25,489.77,7574400
2026-01-05,IWM,249.79,253.55,249.57,252.73,37428100
2026-01-05,QQQ,619.32,620.81,616.72,617.99,46828400
2026-01-05,SPY,686.54,689.43,686.38,687.72,71927200
2026-01-06,DIA,489.33,495.12,488.96,494.61,6061400
2026-01-06,IWM,252.24,256.25,251.52,256.08,40677800
2026-01-06,QQQ,619.23,624.02,618.54,623.42,43137500
2026-01-06,SPY,687.93,692.32,687.78,691.81,69273800
2026-01-07,DIA,495.65,496.25,489.5,489.96,5603700
2026-01-07,IWM,256.4,256.8,253.97,255.48,33052000
2026-01-07,QQQ,623.04,627.94,622.56,624.02,44880300
2026-01-07,SPY,692.19,693.96,689.32,689.58,75588300
2026-01-08,DIA,487.81,493.52,487.81,492.53,6544800
2026-01-08,IWM,254.7,258.93,254.36,258.27,37957000
2026-01-08,QQQ,623.03,623.42,617.8,620.47,50435900
2026-01-08,SPY,688.82,690.62,687.49,689.51,64019200
2026-01-09,DIA,492.86,495.7,491.91,495.02,6004600
2026-01-09,IWM,259.58,261.56,258.09,260.23,36301500
2026-01-09,QQQ,621.41,627.89,619.06,626.65,49688700
2026-01-09,SPY,690.63,695.31,689.18,694.07,80125500
2026-01-12,DIA,492.33,496.34,490.05,495.9,5722400
2026-01-12,IWM,259.28,261.66,258.24,261.5,28423400
2026-01-12,QQQ,622.31,628.85,622.26,627.17,37388700
2026-01-12,SPY,690.68,696.09,690.63,695.16,63976000
2026-01-13,DIA,495.55,495.96,490.63,491.94,5966400
2026-01-13,IWM,262.41,262.89,260.46,261.35,33882400
2026-01-13,QQQ,627.27,629.47,623.7,626.24,44481400
2026-01-13,SPY,695.49,696.09,691.35,693.77,78309700
2026-01-14,DIA,490.66,491.94,488.55,491.58,6767800
2026-01-14,IWM,261.13,263.46,260.19,263.19,37164300
2026-01-14,QQQ,622.24,623.45,614.56,619.55,72598700
2026-01-14,SPY,691.0,691.72,686.04,690.36,94676700
2026-01-15,DIA,492.37,495.83,492.21,494.48,8519900
2026-01-15,IWM,264.06,267.05,263.73,265.51,33465200
2026-01-15,QQQ,626.6,630.0,620.75,621.78,53934900
2026-01-15,SPY,694.57,695.45,691.25,692.24,77862000
2026-01-16,DIA,494.5,496.0,492.27,493.42,5845500
2026-01-16,IWM,265.87,267.22,264.71,265.76,33844900
2026-01-16,QQQ,625.5,626.08,618.88,621.26,61058100
2026-01-16,SPY,693.66,694.25,690.1,691.66,79289200
2026-01-20,DIA,486.17,489.06,484.25,484.88,7416300
2026-01-20,IWM,261.14,265.08,261.06,262.58,47911500
2026-01-20,QQQ,610.53,615.06,607.05,608.06,81988900
2026-01-20,SPY,681.49,684.77,676.57,677.58,111623300
2026-01-21,DIA,485.67,492.91,485.56,490.8,6718600
2026-01-21,IWM,264.64,268.59,262.92,267.79,59952800
2026-01-21,QQQ,609.47,620.42,607.86,616.28,79837900
2026-01-21,SPY,679.65,688.74,678.13,685.4,127844500
2026-01-22,DIA,493.47,496.01,492.46,493.69,5087200
2026-01-22,IWM,269.83,271.6,269.42,269.79,35110800
2026-01-22,QQQ,622.35,622.46,617.78,620.76,42254800
2026-01-22,SPY,689.85,691.13,686.92,688.98,77112200
2026-01-23,DIA,491.82,492.13,489.56,490.93,4915700
2026-01-23,IWM,269.04,269.05,264.46,264.81,42636700
2026-01-23,QQQ,619.73,625.4,618.65,622.72,43645800
2026-01-23,SPY,688.15,690.96,687.16,689.23,63059600
2026-01-26,DIA,491.91,494.85,491.47,494.06,3722800
2026-01-26,IWM,265.07,266.69,263.49,263.98,32119300
2026-01-26,QQQ,623.21,627.61,622.12,625.46,35983000
2026-01-26,SPY,690.49,694.13,689.92,692.73,60473800
2026-01-27,DIA,490.69,491.59,488.56,490.06,5971400
2026-01-27,IWM,264.05,264.86,262.66,264.73,26975500
2026-01-27,QQQ,628.91,632.04,627.34,631.13,38997200
2026-01-27,SPY,694.18,696.53,693.57,695.49,55506100
2026-01-28,DIA,490.28,491.39,488.93,490.13,4726500
2026-01-28,IWM,265.98,266.68,262.56,263.3,37139100
2026-01-28,QQQ,635.46,636.6,631.81,633.22,50691700
2026-01-28,SPY,697.05,697.84,693.94,695.42,61172200
2026-01-29,DIA,490.08,492.95,485.89,490.21,9706500
2026-01-29,IWM,264.07,265.06,259.41,263.37,43922900
2026-01-29,QQQ,632.65,633.67,618.27,629.43,79944000
2026-01-29,SPY,696.39,697.06,684.83,694.04,97486200
2026-01-30,DIA,489.11,490.48,484.56,489.03,8112100
2026-01-30,IWM,261.07,262.98,257.94,259.65,59164200
2026-01-30,QQQ,625.71,628.26,619.3,621.87,65650700
2026-01-30,SPY,691.79,694.21,687.12,691.97,101835100
2026-02-02,DIA,488.87,494.81,486.98,494.03,5584500
2026-02-02,IWM,258.48,263.77,258.35,262.18,42896200
2026-02-02,QQQ,618.7,628.49,618.66,626.14,49020300
2026-02-02,SPY,689.58,696.93,689.42,695.41,79286500
2026-02-03,DIA,493.14,496.52,488.28,492.31,8799100
2026-02-03,IWM,263.06,265.06,258.55,262.78,54588000
2026-02-03,QQQ,628.3,629.98,610.96,616.52,81234000
2026-02-03,SPY,696.21,696.96,684.03,689.53,107904600
2026-02-04,DIA,493.92,496.5,491.11,494.75,8797100
2026-02-04,IWM,264.16,264.65,257.14,260.52,48826500
2026-02-04,QQQ,615.02,615.1,600.47,605.75,81850700
2026-02-04,SPY,690.35,691.45,681.76,686.19,105204600
2026-02-05,DIA,492.51,493.44,488.23,488.91,7767500
2026-02-05,IWM,258.5,261.62,255.05,255.83,48279600
2026-02-05,QQQ,600.21,604.81,594.76,597.03,89354500
2026-02-05,SPY,680.94,683.69,675.79,677.62,113610800
2026-02-06,DIA,492.37,501.67,492.13,501.03,10635300
2026-02-06,IWM,259.74,265.72,259.58,265.02,43354900
2026-02-06,QQQ,600.19,611.41,598.77,609.65,78019300
2026-02-06,SPY,681.46,692.31,680.85,690.62,89127600
2026-02-09,DIA,500.11,502.16,498.31,501.22,6414800
2026-02-09,IWM,264.84,267.67,263.34,266.88,29064800
2026-02-09,QQQ,607.54,616.46,605.07,614.32,56797600
2026-02-09,SPY,689.42,695.87,688.34,693.95,73885200
2026-02-10,DIA,502.34,505.3,501.26,501.9,8163100
2026-02-10,IWM,267.23,268.52,265.88,266.16,24661700
2026-02-10,QQQ,615.31,617.02,611.01,611.47,53938900
2026-02-10,SPY,694.95,696.54,691.66,692.12,65185700
2026-02-11,DIA,504.21,505.12,499.13,501.33,5743800
2026-02-11,IWM,268.47,268.96,262.1,264.95,41829400
2026-02-11,QQQ,616.38,617.52,607.69,613.11,58575100
2026-02-11,SPY,696.39,697.14,689.18,691.96,76353900
2026-02-12,DIA,503.13,504.54,494.32,494.67,9160300
2026-02-12,IWM,267.02,267.46,258.39,259.54,47628200
2026-02-12,QQQ,614.71,615.81,599.57,600.64,81378900
2026-02-12,SPY,694.24,695.35,680.37,681.27,118829000
2026-02-13,DIA,495.04,497.78,491.2,495.28,8378100
2026-02-13,IWM,260.6,265.17,258.51,262.96,45360300
2026-02-13,QQQ,600.43,606.48,596.42,601.92,69237500
2026-02-13,SPY,681.69,686.28,677.52,681.75,96267500
2026-02-17,DIA,495.33,497.57,492.11,495.85,6779400
2026-02-17,IWM,262.38,264.36,259.06,263.04,33734800
2026-02-17,QQQ,598.38,603.95,593.34,601.3,69013800
2026-02-17,SPY,680.14,684.94,675.78,682.85,81354700
2026-02-18,DIA,496.78,499.34,494.65,497.0,4454300
2026-02-18,IWM,263.03,266.91,261.85,263.99,36034700
2026-02-18,QQQ,602.11,609.77,600.72,605.79,64250700
2026-02-18,SPY,684.02,689.15,682.83,686.29,73570300
2026-02-19,DIA,495.56,496.49,492.41,494.38,4625400
2026-02-19,IWM,262.57,264.64,261.08,264.6,31006000
2026-02-19,QQQ,602.81,605.82,600.75,603.47,60960800
2026-02-19,SPY,683.84,686.18,681.55,684.48,58649400
2026-02-20,DIA,492.54,497.0,491.39,496.08,6086800
2026-02-20,IWM,262.85,267.33,262.14,264.61,47126600
2026-02-20,QQQ,600.12,610.35,599.23,608.81,74127300
2026-02-20,SPY,682.32,690.06,681.73,689.43,100034000
2026-02-23,DIA,494.5,496.99,487.15,488.01,8269200
2026-02-23,IWM,263.4,264.37,258.1,260.49,44001100
2026-02-23,QQQ,606.61,608.01,599.05,601.41,63859100
2026-02-23,SPY,687.83,690.0,680.37,682.39,90558100
2026-02-24,DIA,488.39,492.85,487.45,491.79,5335000
2026-02-24,IWM,260.4,264.14,259.86,263.33,34884200
2026-02-24,QQQ,602.4,608.99,599.73,607.87,55023700
2026-02-24,SPY,681.9,688.35,680.0,687.35,73798700
2026-02-25,DIA,493.63,495.13,491.9,494.82,4446200
2026-02-25,IWM,265.25,265.28,262.43,264.58,26012100
2026-02-25,QQQ,611.07,616.83,611.0,616.68,55710700
2026-02-25,SPY,690.18,693.68,690.1,693.15,56369500
2026-02-26,DIA,497.0,498.21,492.24,494.86,6467000
2026-02-26,IWM,265.01,266.24,262.12,265.99,41206500
2026-02-26,QQQ,615.59,615.59,603.98,609.24,96178900
2026-02-26,SPY,693.28,693.3,684.35,689.3,71671000
2026-02-27,DIA,489.63,490.95,486.76,489.66,7198400
2026-02-27,IWM,262.1,262.76,259.77,261.41,40631500
2026-02-27,QQQ,602.98,608.32,602.19,607.29,68125200
2026-02-27,SPY,683.09,686.86,681.64,685.99,83308900
2026-03-02,DIA,484.34,490.98,484.15,489.18,7218500
2026-03-02,IWM,257.81,264.28,257.79,263.81,53495700
2026-03-02,QQQ,598.86,609.92,597.99,608.09,75264600
2026-03-02,SPY,678.7,688.62,678.02,686.38,87477200
2026-03-03,DIA,480.16,487.39,476.73,485.52,11570700
2026-03-03,IWM,256.8,261.12,253.31,259.24,59537000
2026-03-03,QQQ,596.33,603.96,591.87,601.58,97015500
2026-03-03,SPY,675.06,682.61,669.66,680.33,105003100
2026-03-04,DIA,486.56,489.03,483.95,487.74,7590700
2026-03-04,IWM,261.2,262.96,258.82,261.76,37979700
2026-03-04,QQQ,604.16,612.88,603.43,610.75,70943900
2026-03-04,SPY,681.63,687.09,679.62,685.13,79182200
2026-03-05,DIA,483.82,485.49,476.15,479.84,8758600
2026-03-05,IWM,258.99,260.76,254.16,256.76,60414600
2026-03-05,QQQ,607.4,612.76,602.26,608.91,89602400
2026-03-05,SPY,682.08,685.53,675.61,681.31,106606500
2026-03-06,DIA,473.72,476.23,470.46,475.23,8206100
2026-03-06,IWM,251.49,253.3,249.94,250.89,64192000
2026-03-06,QQQ,600.31,606.0,598.33,599.75,86302300
2026-03-06,SPY,673.41,676.11,669.76,672.38,100687000
2026-03-09,DIA,470.88,479.38,466.68,477.88,10305600
2026-03-09,IWM,247.59,254.65,244.39,253.62,65369500
2026-03-09,QQQ,594.23,609.27,591.33,607.76,93068200
2026-03-09,SPY,666.39,679.92,662.39,678.27,102667700
2026-03-10,DIA,477.74,482.87,475.01,477.7,6265600
2026-03-10,IWM,252.96,257.65,252.4,253.36,55879100
2026-03-10,QQQ,607.78,613.29,605.42,607.77,64078900
2026-03-10,SPY,677.72,683.36,674.76,677.18,81505300
2026-03-11,DIA,477.4,477.77,472.46,474.81,6701700
2026-03-11,IWM,252.34,254.38,250.58,252.85,50418100
2026-03-11,QQQ,608.95,612.43,605.03,607.69,60114800
2026-03-11,SPY,677.58,680.08,673.34,676.33,68441700
2026-03-12,DIA,470.34,471.48,467.41,467.48,8000200
2026-03-12,IWM,248.94,249.81,246.58,247.41,61802900
2026-03-12,QQQ,602.76,604.14,597.05,597.26,71836600
2026-03-12,SPY,671.16,671.65,665.87,666.06,108882200
2026-03-13,DIA,469.94,472.1,465.78,466.41,7471700
2026-03-13,IWM,249.26,250.61,245.54,246.59,53933300
2026-03-13,QQQ,599.73,603.6,592.57,593.72,63145500
2026-03-13,SPY,669.27,672.34,661.36,662.29,97200200
2026-03-16,DIA,470.07,472.7,468.98,470.3,7059900
2026-03-16,IWM,249.76,251.47,248.31,248.92,48755700
2026-03-16,QQQ,600.04,603.86,599.11,600.38,49077200
2026-03-16,SPY,668.38,672.07,667.12,669.03,82023100
2026-03-17,DIA,473.38,475.13,470.63,470.9,6189400
2026-03-17,IWM,249.87,251.71,248.96,250.05,40642800
2026-03-17,QQQ,603.14,605.9,601.87,603.31,47106600
2026-03-17,SPY,672.39,674.44,669.7,670.79,87128000
2026-03-18,DIA,468.77,469.75,462.76,463.0,7090700
2026-03-18,IWM,248.41,249.23,245.88,246.02,43192600
2026-03-18,QQQ,601.49,603.16,594.56,594.9,56128000
2026-03-18,SPY,668.36,669.72,661.19,661.43,82062600
2026-03-19,DIA,459.97,463.37,458.16,461.06,7882800
2026-03-19,IWM,243.03,250.09,242.52,247.63,59219500
2026-03-19,QQQ,589.51,595.8,587.08,593.02,75597600
2026-03-19,SPY,656.97,662.98,655.17,659.8,111272500
2026-03-20,DIA,458.73,460.57,453.54,455.89,10543300
2026-03-20,IWM,246.97,247.5,240.33,242.22,76749900
2026-03-20,QQQ,591.06,591.17,578.54,582.06,91964700
2026-03-20,SPY,656.51,656.69,644.72,648.57,163617500
2026-03-23,DIA,463.3,467.04,460.92,461.97,9978100
2026-03-23,IWM,247.17,251.36,246.11,247.45,78746600
2026-03-23,QQQ,590.52,595.08,585.96,588.0,89936100
2026-03-23,SPY,658.07,662.62,653.94,655.38,134802700
2026-03-24,DIA,458.42,463.94,457.44,461.17,8188000
2026-03-24,IWM,245.51,250.16,244.6,248.78,45210800
2026-03-24,QQQ,584.81,587.93,581.93,583.98,57750900
2026-03-24,SPY,651.32,657.03,649.88,653.18,96457500
2026-03-25,DIA,465.73,467.24,461.8,464.14,7019700
2026-03-25,IWM,251.74,253.07,249.52,251.82,45671700
2026-03-25,QQQ,589.14,591.37,585.69,587.82,60475500
2026-03-25,SPY,658.67,660.89,654.24,656.82,90653800
2026-03-26,DIA,461.54,465.43,458.94,459.31,8284000
2026-03-26,IWM,248.89,251.86,247.16,247.44,46830200
2026-03-26,QQQ,582.6,584.63,573.43,573.79,81492100
2026-03-26,SPY,652.06,654.85,644.82,645.09,96494400
2026-03-27,DIA,457.36,457.5,450.49,451.39,6938500
2026-03-27,IWM,246.01,246.74,242.41,243.1,48114400
2026-03-27,QQQ,570.81,571.02,561.57,562.58,82702200
2026-03-27,SPY,642.5,642.66,633.11,634.09,103649400
2026-03-30,DIA,455.6,456.12,450.44,452.06,9181600
2026-03-30,IWM,245.35,245.37,238.69,239.61,51290500
2026-03-30,QQQ,567.38,568.05,555.6,558.28,70602600
2026-03-30,SPY,640.11,640.37,629.28,631.97,99275900
2026-03-31,DIA,456.81,463.82,454.67,463.19,11656300
2026-03-31,IWM,243.04,248.92,242.24,248.0,58660800
2026-03-31,QQQ,564.29,578.64,564.21,577.18,95878000
2026-03-31,SPY,638.94,651.54,637.98,650.34,152534100
2026-04-01,DIA,466.0,467.9,464.5,465.48,7790300
2026-04-01,IWM,249.92,252.44,249.11,249.56,51295900
2026-04-01,QQQ,581.48,587.74,580.42,584.31,79435100
2026-04-01,SPY,653.9,658.52,653.0,655.24,97841500
2026-04-02,DIA,460.16,467.52,458.88,465.06,3955900
2026-04-02,IWM,244.94,252.37,244.87,251.29,30369200
2026-04-02,QQQ,573.97,586.05,571.92,584.98,50941700
2026-04-02,SPY,646.42,658.2,645.11,655.83,68358700
2026-04-06,DIA,464.16,467.02,463.46,466.77,2905300
2026-04-06,IWM,250.99,253.05,250.25,252.36,22151400
2026-04-06,QQQ,586.23,590.61,584.69,588.5,35108500
2026-04-06,SPY,655.86,659.72,655.52,658.93,39105800
2026-04-07,DIA,465.75,466.31,462.11,465.88,3943200
2026-04-07,IWM,251.21,253.48,249.52,252.91,34881900
2026-04-07,QQQ,585.64,588.98,578.4,588.59,49948200
2026-04-07,SPY,656.65,659.61,651.06,659.22,69980400
2026-04-08,DIA,478.88,480.2,475.56,479.16,4697500
2026-04-08,IWM,261.52,262.27,258.41,260.47,46680200
2026-04-08,QQQ,608.71,609.9,602.12,606.09,63086000
2026-04-08,SPY,676.39,677.08,671.46,676.01,93606100
2026-04-09,DIA,477.49,483.27,477.01,481.9,4213700
2026-04-09,IWM,258.78,262.9,258.78,261.96,26758400
2026-04-09,QQQ,605.93,610.5,603.03,610.19,37837500
2026-04-09,SPY,674.84,681.16,673.77,679.91,57134400
2026-04-10,DIA,482.2,482.4,478.63,479.25,2659000
2026-04-10,IWM,262.4,262.75,260.34,261.3,22365900
2026-04-10,QQQ,611.84,613.67,609.58,611.07,34038500
2026-04-10,SPY,681.32,682.03,678.45,679.46,42253500
2026-04-13,DIA,476.1,482.28,475.15,482.13,3768700
2026-04-13,IWM,260.24,265.36,260.02,265.07,23820000
2026-04-13,QQQ,609.48,626.74,608.11,617.39,32972100
2026-04-13,SPY,677.41,686.3,676.58,686.1,54185800
2026-04-14,DIA,482.41,485.97,481.86,485.49,4217900
2026-04-14,IWM,267.09,269.42,266.28,268.72,24270400
2026-04-14,QQQ,620.22,628.6,620.1,628.6,49921100
2026-04-14,SPY,687.69,694.58,687.66,694.46,63480500
2026-04-15,DIA,486.51,487.08,482.86,484.72,3474500
2026-04-15,IWM,268.78,269.59,267.59,269.39,21670600
2026-04-15,QQQ,629.08,637.83,628.2,637.4,50102400
2026-04-15,SPY,695.26,700.28,694.2,699.94,58240400
2026-04-16,DIA,485.82,486.78,483.35,485.63,4111500
2026-04-16,IWM,269.45,270.35,268.05,269.95,30847900
2026-04-16,QQQ,639.21,642.18,635.26,640.47,42320600
2026-04-16,SPY,701.06,702.78,698.53,701.66,49972400
2026-04-17,DIA,490.67,497.04,490.36,494.22,10238700
2026-04-17,IWM,273.74,277.63,273.12,275.78,46462700
2026-04-17,QQQ,645.59,650.0,644.07,648.85,53488900
2026-04-17,SPY,706.14,712.39,705.76,710.14,70661900
2026-04-20,DIA,493.45,494.78,492.31,494.33,3764000
2026-04-20,IWM,274.65,277.67,274.53,277.35,22993900
2026-04-20,QQQ,648.04,648.76,642.52,646.79,37138500
2026-04-20,SPY,708.78,709.91,706.14,708.72,43546800
2026-04-21,DIA,497.24,498.38,490.32,491.36,4322200
2026-04-21,IWM,278.18,279.79,273.76,274.51,32235200
2026-04-21,QQQ,648.41,650.2,642.21,644.33,39580500
2026-04-21,SPY,710.28,711.28,702.64,704.08,58941400
2026-04-22,DIA,495.32,496.14,493.23,494.76,4022400
2026-04-22,IWM,277.59,278.01,274.9,276.48,20274300
2026-04-22,QQQ,650.15,655.33,648.52,655.11,37368400
2026-04-22,SPY,709.15,711.45,708.22,711.21,42518500
2026-04-23,DIA,492.55,495.13,488.51,493.0,4077300
2026-04-23,IWM,276.73,277.87,271.95,275.52,32886600
2026-04-23,QQQ,653.55,656.92,645.52,651.42,40099800
2026-04-23,SPY,709.5,712.36,702.28,708.45,56174000
2026-04-24,DIA,493.05,493.49,490.77,492.21,3372300
2026-04-24,IWM,276.67,278.13,274.23,276.65,21568600
2026-04-24,QQQ,658.51,664.51,656.53,663.88,45563100
2026-04-24,SPY,710.75,714.47,709.01,713.94,45182000
2026-04-27,DIA,491.6,493.55,490.29,491.83,2132100
2026-04-27,IWM,276.82,278.24,276.25,277.14,23399400
2026-04-27,QQQ,663.4,664.43,660.69,664.23,32717000
2026-04-27,SPY,713.17,715.63,712.3,715.17,33135900
2026-04-28,DIA,493.46,493.82,490.77,491.42,3057100
2026-04-28,IWM,276.05,276.97,272.92,273.91,24139400
2026-04-28,QQQ,657.41,659.64,653.81,657.55,34147900
2026-04-28,SPY,711.82,712.88,709.25,711.69,43117400
2026-04-29,DIA,490.95,491.49,487.0,488.67,3322300
2026-04-29,IWM,273.92,274.38,270.36,272.08,29428900
2026-04-29,QQQ,658.63,661.72,656.59,661.57,31724900
2026-04-29,SPY,711.0,712.2,708.37,711.58,41859200
2026-04-30,DIA,490.98,497.58,490.39,496.65,5352300
2026-04-30,IWM,273.13,278.22,272.44,277.97,29220700
2026-04-30,QQQ,665.35,668.9,657.56,667.74,40622200
2026-04-30,SPY,714.63,719.79,710.45,718.66,67240900
2026-05-01,DIA,498.84,499.93,494.91,495.02,4402600
2026-05-01,IWM,278.66,279.81,276.57,279.28,28936700
2026-05-01,QQQ,669.16,675.97,668.8,674.15,39172600
2026-05-01,SPY,721.25,724.87,720.47,720.65,43049800
2026-05-04,DIA,493.5,494.33,489.0,489.56,3310400
2026-05-04,IWM,278.7,280.79,276.1,277.88,28632300
2026-05-04,QQQ,674.66,676.73,668.9,672.88,34542000
2026-05-04,SPY,720.07,722.12,714.99,718.01,51950600
2026-05-05,DIA,491.89,493.59,490.03,492.96,3386200
2026-05-05,IWM,280.13,282.95,280.0,282.56,24863200
2026-05-05,QQQ,677.96,682.77,677.51,681.61,37101100
2026-05-05,SPY,721.77,725.04,721.49,723.77,36933200
2026-05-06,DIA,496.98,500.08,496.9,499.05,4317300
2026-05-06,IWM,285.36,287.05,283.36,286.8,23330300
2026-05-06,QQQ,687.78,695.93,686.48,695.77,38778500
2026-05-06,SPY,728.16,734.59,727.82,733.83,53288900
2026-05-07,DIA,500.51,501.2,494.77,495.91,4490500
2026-05-07,IWM,287.53,287.58,281.15,282.26,28350400
2026-05-07,QQQ,696.58,701.24,691.77,694.94,43779100
2026-05-07,SPY,735.05,736.13,729.75,731.58,51724600
2026-05-08,DIA,498.48,498.55,494.93,496.13,3495200
2026-05-08,IWM,284.04,284.97,282.61,284.17,22474300
2026-05-08,QQQ,699.92,711.23,699.5,711.23,44320400
2026-05-08,SPY,734.93,738.08,734.57,737.62,47227100
2026-05-11,DIA,495.8,497.84,494.76,497.11,4249100
2026-05-11,IWM,284.92,287.05,284.59,285.33,20150400
2026-05-11,QQQ,710.36,714.59,708.91,713.29,36019100
2026-05-11,SPY,736.45,740.79,736.45,739.3,44024000
2026-05-12,DIA,496.51,498.41,493.19,497.89,7445700
2026-05-12,IWM,284.04,284.06,278.28,282.57,27404600
2026-05-12,QQQ,708.22,710.18,696.64,707.24,45873000
2026-05-12,SPY,736.89,738.84,731.83,738.18,54185300
2026-05-13,DIA,496.16,497.61,494.64,497.14,3256800
2026-05-13,IWM,282.92,283.56,279.93,282.67,20742300
2026-05-13,QQQ,709.96,716.65,704.83,714.71,40012500
2026-05-13,SPY,738.47,743.91,735.47,742.31,44200200
2026-05-14,DIA,501.39,502.16,498.85,500.8,4920500
2026-05-14,IWM,283.84,285.66,281.96,284.45,17428700
2026-05-14,QQQ,714.62,722.03,714.22,719.79,33327500
2026-05-14,SPY,743.65,749.53,743.56,748.17,45307600
2026-05-15,DIA,497.32,497.74,495.08,495.37,5300700
2026-05-15,IWM,280.3,280.33,277.24,277.6,35408000
2026-05-15,QQQ,710.14,715.13,705.55,708.93,51792700
2026-05-15,SPY,741.79,743.46,737.96,739.17,60410800
2026-05-18,DIA,495.65,497.64,493.6,497.01,5496200
2026-05-18,IWM,278.74,279.08,273.94,275.97,27243300
2026-05-18,QQQ,711.54,712.07,698.85,705.88,49834500
2026-05-18,SPY,739.83,741.42,733.39,738.65,47843900
2026-05-19,DIA,494.83,496.34,492.58,493.98,5361300
2026-05-19,IWM,273.81,275.08,270.63,273.0,30276900
2026-05-19,QQQ,699.81,706.49,695.25,701.53,46827500
2026-05-19,SPY,734.78,737.65,731.53,733.73,54255900
2026-05-20,DIA,495.87,500.93,492.49,500.24,6516100
2026-05-20,IWM,274.91,280.09,273.41,279.87,31562000
2026-05-20,QQQ,705.29,713.15,703.79,713.15,36779200
2026-05-20,SPY,735.71,741.87,733.89,741.25,45768000
2026-05-21,DIA,498.78,504.05,497.21,503.11,6576000
2026-05-21,IWM,278.66,283.68,277.15,282.49,31680500
2026-05-21,QQQ,708.99,717.12,706.77,714.51,36415400
2026-05-21,SPY,738.64,744.87,737.03,742.72,43332200
2026-05-22,DIA,507.01,508.74,505.69,506.12,5172200
2026-05-22,IWM,284.1,286.61,283.67,285.12,23849300
2026-05-22,QQQ,718.07,722.12,715.95,717.54,33118600
2026-05-22,SPY,746.24,748.94,744.48,745.64,41762000
2026-05-26,DIA,507.57,508.24,503.97,505.25,3897800
2026-05-26,IWM,288.39,290.55,287.74,290.51,24506500
2026-05-26,QQQ,725.96,731.17,724.16,730.28,34254700
2026-05-26,SPY,750.01,752.13,748.37,750.59,41123600
2026-05-27,DIA,505.93,508.7,505.81,506.88,4247800
2026-05-27,IWM,291.16,291.72,289.31,290.37,24519900
2026-05-27,QQQ,732.96,733.32,725.44,729.45,35148700
2026-05-27,SPY,750.88,751.38,748.22,750.46,42106300
2026-05-28,DIA,505.34,508.21,503.64,507.05,3709600
2026-05-28,IWM,289.64,292.74,287.98,292.03,23710600
2026-05-28,QQQ,729.73,736.6,726.41,735.6,32840000
2026-05-28,SPY,750.25,755.15,749.23,754.6,41562600
2026-05-29,DIA,507.9,511.31,507.2,510.78,5346700
2026-05-29,IWM,291.38,291.41,288.33,290.43,26952800
2026-05-29,QQQ,737.84,741.63,735.25,738.31,37541700
2026-05-29,SPY,755.9,758.08,754.69,756.48,55075700
2026-06-01,DIA,509.85,511.86,508.33,511.44,4424800
2026-06-01,IWM,288.37,290.61,286.27,288.98,23826100
2026-06-01,QQQ,737.04,745.65,735.99,742.74,33890600
2026-06-01,SPY,755.36,760.28,754.69,758.54,43634900
2026-06-02,DIA,509.08,514.49,508.93,514.05,5078000
2026-06-02,IWM,288.46,291.87,288.4,291.66,18378800
2026-06-02,QQQ,742.4,746.44,739.23,746.16,30085200
2026-06-02,SPY,757.03,760.4,756.75,759.57,31581900
2026-06-03,DIA,511.17,512.85,507.99,508.26,4098000
2026-06-03,IWM,289.99,290.01,286.78,287.67,29167300
2026-06-03,QQQ,747.31,748.65,741.01,744.21,40270200
2026-06-03,SPY,758.15,758.8,753.57,754.24,51402500
2026-06-04,DIA,513.69,517.58,512.68,516.7,6390700
2026-06-04,IWM,287.56,292.88,286.66,292.01,24307800
2026-06-04,QQQ,735.48,743.5,732.62,740.61,40782600
2026-06-04,SPY,752.1,758.31,751.47,757.09,49923000
2026-06-05,DIA,517.71,517.75,508.75,509.7,6610700
2026-06-05,IWM,289.1,289.4,280.15,281.65,35812800
2026-06-05,QQQ,730.06,731.69,704.32,705.06,99606600
2026-06-05,SPY,752.31,752.82,735.53,737.55,93989400
2026-06-08,DIA,510.77,513.76,508.32,508.91,4825700
